customer_id,monthly_spend
20451981,1800.3654215092226
23251656,2711.4474174016837
64082260,1478.4346034257824
82505923,2004.367564443702
89981994,1485.6783990441963
64973937,1259.5659722442654
27610278,2047.993602983189
35883083,1274.2469309625565
20490020,1640.3154463565481
54517670,1369.6998683038382
94359232,1689.1744805042454
17326886,2478.4570379663533
86594167,1706.99181101052
94873255,1545.943492317996
62944765,2417.3625654746174
95482882,1250.2553998557255
76963069,1401.1084792448212
25112257,1510.326329158778
69916855,3073.5983097394005
71088357,1290.8476614572664
50168897,1232.8909944890559
67403679,1449.2841105913328
55474643,1168.4196983657323
54852556,1464.5076595928897
63667529,1623.3178788271664
48025998,752.5519631505031
93351324,2134.024508824427
18887996,1613.566229985224
49568688,1597.6739486192666
92911099,1647.8079408742062
11717924,1396.38845069388
62085471,1679.5529733127194
78336143,2130.1227893598934
13087851,1307.9412620283515
33506258,1192.3671815176415
61356554,2038.2469598399778
11967368,1240.2066135470768
98374877,1565.8149862459395
76845536,1946.6409605356864
59313599,1249.969341561329
41041059,1740.4623347871075
22292838,1516.8415271333743
99892065,1553.4024573243933
78345355,1129.5427152100183
85986903,2798.5579151662223
27715035,1672.2630866588759
66099730,1480.4415664489377
75346786,2159.624064234287
22860710,1708.5718190347989
65958654,1477.0144935678554
82607442,2258.8749572593574
43471475,1663.5955247864977
36465070,1312.4119625171786
21931749,1460.456577667189
66815930,2672.505608979268
44485157,1092.0555505741922
78728059,1660.1712645370608
89264710,1388.8492047139262
81874643,1716.1556772803197
48603927,2406.7000379255264
20257622,1122.448731196426
88360790,2137.4542739992344
79411556,1646.9920278423003
24819092,1381.7097727690223
74678656,2378.1728021738277
22548045,892.2326035265527
95827783,2296.8204376472036
60019526,2520.5449039012183
82548254,1565.1516610862107
90453319,1591.6202944436245
15312091,2119.6118112772515
34786964,1248.2142617987008
46684232,1203.7622178094477
84597099,1744.7754433859445
98134524,1139.4284454872443
18531043,1593.1826743657075
14953383,1547.2445049132396
80944054,2131.922488079436
34873753,1403.5771898782696
95577033,1575.7339594334617
50215436,970.6656273853099
95347203,1698.3620383387931
58614046,2038.6191483911568
40368791,2109.285867855547
23316775,1865.6390625418833
23331513,2416.218791629762
40038060,1410.1273865092246
22096579,1279.9580293658937
24978810,1598.531012345954
65890694,3024.6034649897406
47906818,2149.0651032971914
38478694,1204.2753034194295
54797755,1243.9995202543753
44533278,1382.988360708252
58182080,2180.766895262975
67491014,1723.141296645518
45798475,1758.171917435436
41586132,1544.594104682943
22956540,2663.612868355233
25367334,1967.574113963604
70503250,1255.453947198391
58307796,1088.1199071375902
59859757,1229.7904275057786
47787665,1309.5890684757912
69610612,2224.309684166384
66658967,1478.1541911855293
37962749,1293.673808871119
87675902,1991.9662485329009
61682179,1503.7603105978505
78073125,1155.5205926127398
73229345,1806.9448472325419
43171437,1880.7535618332824
69766997,1849.7210232353482
14939250,1377.5778628816545
12328281,1431.6445593763117
76560997,3563.031772241416
57569914,1776.4773819696038
20883894,1667.0439628313095
22766188,1601.3353905293773
62905121,1412.232489689023
36295477,1089.7286432351996
55610529,1278.2358128857552
40366302,1152.988642568888
18624954,2103.9045150572524
72668820,2789.7706703760728
23817472,1587.4999792554925
99830054,1646.9544100736666
63410560,1225.5683518042042
11811963,1507.9129221261428
