customer_id,monthly_spend
20451981,1853.8912264239384
23251656,2754.726749399272
64082260,1442.4999094819177
82505923,2014.4972684814982
89981994,1458.673841336205
64973937,1174.4166835448957
27610278,2224.237979432995
35883083,1211.4331204995583
20490020,1654.3502058713443
54517670,1310.9867590896192
94359232,1715.9480447924175
17326886,2474.374179210061
86594167,1665.8397316573007
94873255,1501.8335879891956
62944765,2444.232327117339
95482882,1264.3894043035507
76963069,1393.1570999753828
25112257,1525.8779654431876
69916855,3164.6013349592768
71088357,1325.3052712478084
50168897,1246.754507022153
67403679,1532.3514440414701
55474643,1143.2792870597582
54852556,1453.0324051075836
63667529,1681.0708404385357
48025998,583.4519009104898
93351324,2085.481313622112
18887996,1590.0260108779821
49568688,1615.56070822747
92911099,1647.8033954922496
11717924,1399.205590921802
62085471,1685.1787001405362
78336143,2172.0732799086213
13087851,1284.4672811603687
33506258,1157.061590280311
61356554,2051.7060020558197
11967368,1196.7655533201585
98374877,1555.2558012624977
76845536,1927.2991687839738
59313599,1275.5800142244466
41041059,1701.6577556365883
22292838,1546.4215229706838
99892065,1527.8957493246119
78345355,1058.7162633737728
85986903,2916.357457364924
27715035,1650.702982196677
66099730,1575.958304455155
75346786,1995.0716078805983
22860710,1702.5952699219617
65958654,1446.1304847070246
82607442,2329.8895472337463
43471475,1666.689096526381
36465070,1281.6354798851864
21931749,1482.4843431824654
66815930,2725.637513909771
44485157,987.8703530637378
78728059,1688.2743640054118
89264710,1326.8257710930911
81874643,1722.7975029958977
48603927,2446.562321110372
20257622,1131.5453318833586
88360790,2222.070836294485
79411556,1620.517129951236
24819092,1345.8740839448885
74678656,2387.4794799089414
22548045,838.9725568992131
95827783,2306.547616142759
60019526,2442.7675269234405
82548254,1550.0980790453048
90453319,1620.3904688031305
15312091,2149.7460207618296
34786964,1286.720807433693
46684232,1190.6310350415365
84597099,1777.042592741489
98134524,1235.270632563858
18531043,1637.4495263245674
14953383,1591.7672498126408
80944054,2161.950565442081
34873753,1507.7952636969685
95577033,1595.803119189239
50215436,965.0834695562138
95347203,1622.0209709281946
58614046,2168.2570067096026
40368791,2193.4379731612817
23316775,1813.1422288136541
23331513,2542.4541460895325
40038060,1447.7860684309887
22096579,1282.3732399890787
24978810,1682.817656844051
65890694,2949.6966481843856
47906818,2123.517438141841
38478694,1254.572238152387
54797755,1106.7187556150063
44533278,1406.8978440654182
58182080,2209.511776058708
67491014,1740.2223051006313
45798475,1806.0908013378066
41586132,1582.9810857520913
22956540,2771.283002970119
25367334,2006.318201170446
70503250,1207.006793416073
58307796,987.873793463956
59859757,1178.2067463804437
47787665,1304.5778161320734
69610612,2279.9327849204396
66658967,1421.4405298975487
37962749,1237.802711605559
87675902,1871.0203395719675
61682179,1418.096688898985
78073125,1124.8321780031301
73229345,1800.6560456404138
43171437,1883.8000345876903
69766997,1895.0666344192377
14939250,1325.3176163345936
12328281,1432.8873803153033
76560997,3760.385270065346
57569914,1623.8008492803338
20883894,1659.0143765593687
22766188,1595.2079339680024
62905121,1401.769573126563
36295477,1054.2171426620826
55610529,1206.495535991945
40366302,1127.5446525553123
18624954,2092.1367630440996
